Zeit,Temperatur Innen(℃),Luftfeuchtigkeit Innen(%),Temperatur Aussen(℃),Luftfeuchtigkeit Aussen(%),Taupunkt(℃),Gefühlte Temperatur(℃),Wind(km/h),Böe(km/h),Windrichtung(°),Abs. Luftdruck(hpa),Rel. Luftdruck(hpa),Sonneneinstrahlung(w/m2),UVI,Regen/Stunde(mm),Regen Event(mm),Regen/Tag(mm),Regen/Wochen(mm),Regen/Monat(mm),Regen/Jahre(mm),Pm2.5(ug/m3)
2023/4/1 0:00,21.3,63,7.5,97,7.1,7.5,1.8,1.8,67,958.6,1007.4,0.0,0,0.0,6.9,0.0,28.4,0.0,121.0,--
2023/4/1 0:03,21.2,63,7.5,97,7.1,7.5,1.8,1.8,57,958.8,1007.6,0.0,0,0.0,6.9,0.0,28.4,0.0,121.0,--
2023/4/1 0:06,21.2,63,7.5,97,7.1,7.5,2.2,3.6,120,958.5,1007.3,0.0,0,0.0,6.9,0.0,28.4,0.0,121.0,--
2023/4/1 0:09,21.2,63,7.5,97,7.1,7.5,4.7,5.4,126,958.7,1007.5,0.0,0,0.0,6.9,0.0,28.4,0.0,121.0,--
2023/4/1 0:12,21.1,64,7.5,97,7.1,6.8,5.4,5.4,123,958.7,1007.5,0.0,0,0.0,6.9,0.0,28.4,0.0,121.0,--
2023/4/1 0:15,21.1,64,7.5,97,7.1,7.5,2.9,3.6,123,958.7,1007.5,0.0,0,0.0,6.9,0.0,28.4,0.0,121.0,--
2023/4/1 0:18,21.1,64,7.4,97,7.0,7.4,1.4,1.8,23,958.9,1007.7,0.0,0,0.0,6.9,0.0,28.4,0.0,121.0,--
2023/4/1 0:21,21.1,64,7.3,97,6.9,7.3,0.0,0.0,31,958.8,1007.6,0.0,0,0.0,6.9,0.0,28.4,0.0,121.0,--
2023/4/1 0:24,21.0,64,7.4,97,7.0,7.4,2.9,3.6,86,959.0,1007.8,0.0,0,0.0,6.9,0.0,28.4,0.0,121.0,--
2023/4/1 0:27,21.0,64,7.3,97,6.9,7.3,2.2,3.6,92,958.8,1007.6,0.0,0,0.0,6.9,0.0,28.4,0.0,121.0,--
2023/4/1 0:30,21.0,64,7.3,98,7.0,7.3,0.4,1.8,29,959.0,1007.8,0.0,0,0.0,6.9,0.0,28.4,0.0,121.0,--
2023/4/1 0:33,20.9,64,7.2,98,6.9,7.2,0.0,0.0,11,959.0,1007.8,0.0,0,0.0,6.9,0.0,28.4,0.0,121.0,--
