Zeit,Temperatur Innen(℃),Luftfeuchtigkeit Innen(%),Temperatur Aussen(℃),Luftfeuchtigkeit Aussen(%),Taupunkt(℃),Gefühlte Temperatur(℃),Wind(km/h),Böe(km/h),Windrichtung(°),Abs. Luftdruck(hpa),Rel. Luftdruck(hpa),Sonneneinstrahlung(w/m2),UVI,Regen/Stunde(mm),Regen Event(mm),Regen/Tag(mm),Regen/Wochen(mm),Regen/Monat(mm),Regen/Jahre(mm),Pm2.5(ug/m3)
2024/11/1 0:00,20.7,67,7.7,99,7.5,7.7,0.0,0.0,34,980.5,1029.3,0.0,0,0.0,0.0,0.0,0.6,0.0,487.3,--
2024/11/1 0:03,20.7,67,7.7,99,7.5,7.7,0.0,0.0,34,980.5,1029.3,0.0,0,0.0,0.0,0.0,0.6,0.0,487.3,--
2024/11/1 0:06,20.7,67,7.8,99,7.6,7.8,0.0,0.0,34,980.5,1029.3,0.0,0,0.0,0.0,0.0,0.6,0.0,487.3,--
2024/11/1 0:09,20.7,67,7.8,99,7.6,7.8,0.0,0.0,34,980.7,1029.5,0.0,0,0.0,0.0,0.0,0.6,0.0,487.3,--
2024/11/1 0:12,20.6,67,7.8,99,7.6,7.8,0.0,0.0,34,980.4,1029.2,0.0,0,0.0,0.0,0.0,0.6,0.0,487.3,--
2024/11/1 0:15,20.6,67,7.8,99,7.6,7.8,0.0,0.0,34,980.6,1029.4,0.0,0,0.0,0.0,0.0,0.6,0.0,487.3,--
2024/11/1 0:18,20.6,67,7.9,99,7.7,7.9,0.0,0.0,34,980.7,1029.5,0.0,0,0.0,0.0,0.0,0.6,0.0,487.3,--
2024/11/1 0:21,20.6,67,7.9,99,7.7,7.9,0.0,0.0,34,980.7,1029.5,0.0,0,0.0,0.0,0.0,0.6,0.0,487.3,--
2024/11/1 0:24,20.6,67,7.9,99,7.7,7.9,1.1,1.8,39,980.6,1029.4,0.0,0,0.0,0.0,0.0,0.6,0.0,487.3,--
2024/11/1 0:27,20.6,67,7.9,99,7.7,7.9,0.4,1.8,36,980.7,1029.5,0.0,0,0.0,0.0,0.0,0.6,0.0,487.3,--
2024/11/1 0:30,20.5,67,7.9,99,7.7,7.9,0.0,0.0,29,980.8,1029.6,0.0,0,0.0,0.0,0.0,0.6,0.0,487.3,--
