Zeit,Temperatur Innen(℃),Luftfeuchtigkeit Innen(%),Temperatur Aussen(℃),Luftfeuchtigkeit Aussen(%),Taupunkt(℃),Gefühlte Temperatur(℃),Wind(km/h),Böe(km/h),Windrichtung(°),Abs. Luftdruck(hpa),Rel. Luftdruck(hpa),Sonneneinstrahlung(w/m2),UVI,Regen/Stunde(mm),Regen Event(mm),Regen/Tag(mm),Regen/Wochen(mm),Regen/Monat(mm),Regen/Jahre(mm),Pm2.5(ug/m3)
2021/7/1 0:00,23.5,51,16.2,69,10.5,16.2,0.0,0.0,114,967.8,1016.6,0.0,0,0.0,0.0,0.0,4.3,0.0,286.3,--
2021/7/1 0:02,23.5,51,16.2,70,10.8,16.2,0.0,0.0,114,967.7,1016.5,0.0,0,0.0,0.0,0.0,4.3,0.0,286.3,--
2021/7/1 0:05,23.5,51,16.2,72,11.1,16.2,0.0,0.0,114,967.8,1016.6,0.0,0,0.0,0.0,0.0,4.3,0.0,286.3,--
2021/7/1 0:08,23.4,51,16.1,72,11.0,16.1,0.0,0.0,137,967.7,1016.5,0.0,0,0.0,0.0,0.0,4.3,0.0,286.3,--
2021/7/1 0:11,23.4,51,15.9,66,9.6,15.9,2.2,3.6,252,967.9,1016.7,0.0,0,0.0,0.0,0.0,4.3,0.0,286.3,--
2021/7/1 0:14,23.4,51,16.3,69,10.6,16.3,0.0,0.0,235,967.8,1016.6,0.0,0,0.0,0.0,0.0,4.3,0.0,286.3,--
2021/7/1 0:17,23.4,51,16.2,67,10.1,16.2,0.0,0.0,235,967.8,1016.6,0.0,0,0.0,0.0,0.0,4.3,0.0,286.3,--
2021/7/1 0:20,23.4,51,16.2,67,10.1,16.2,0.0,0.0,202,967.9,1016.7,0.0,0,0.0,0.0,0.0,4.3,0.0,286.3,--
2021/7/1 0:23,23.4,52,16.0,70,10.6,16.0,0.4,1.8,235,967.9,1016.7,0.0,0,0.0,0.0,0.0,4.3,0.0,286.3,--
2021/7/1 0:26,23.4,52,15.7,73,10.9,15.7,0.0,0.0,235,967.9,1016.7,0.0,0,0.0,0.0,0.0,4.3,0.0,286.3,--
2021/7/1 0:29,23.4,52,15.4,73,10.6,15.4,0.0,0.0,235,967.8,1016.6,0.0,0,0.0,0.0,0.0,4.3,0.0,286.3,--
2021/7/1 0:32,23.3,52,15.3,74,10.7,15.3,0.0,0.0,235,967.8,1016.6,0.0,0,0.0,0.0,0.0,4.3,0.0,286.3,--
2021/7/1 0:35,23.3,52,15.1,73,10.3,15.1,0.0,0.0,241,967.9,1016.7,0.0,0,0.0,0.0,0.0,4.3,0.0,286.3,--
2021/7/1 0:38,23.3,52,15.2,71,10.0,15.2,0.0,0.0,227,967.9,1016.7,0.0,0,0.0,0.0,0.0,4.3,0.0,286.3,--
2021/7/1 0:41,23.3,52,15.2,74,10.6,15.2,0.0,0.0,227,967.9,1016.7,0.0,0,0.0,0.0,0.0,4.3,0.0,286.3,--
2021/7/1 0:44,23.3,52,14.9,74,10.3,14.9,0.0,0.0,227,967.8,1016.6,0.0,0,0.0,0.0,0.0,4.3,0.0,286.3,--
2021/7/1 0:47,23.3,52,14.7,75,10.3,14.7,0.4,1.8,218,968.1,1016.9,0.0,0,0.0,0.0,0.0,4.3,0.0,286.3,--
2021/7/1 0:50,23.2,52,14.5,75,10.1,14.5,0.0,0.0,218,967.8,1016.6,0.0,0,0.0,0.0,0.0,4.3,0.0,286.3,--
2021/7/1 0:53,23.2,52,14.6,71,9.4,14.6,1.1,1.8,235,967.9,1016.7,0.0,0,0.0,0.0,0.0,4.3,0.0,286.3,--
2021/7/1 0:56,23.2,52,14.9,74,10.3,14.9,1.1,1.8,235,968.0,1016.8,0.0,0,0.0,0.0,0.0,4.3,0.0,286.3,--
2021/7/1 0:59,23.2,52,14.8,75,10.4,14.8,1.4,1.8,235,968.2,1017.0,0.0,0,0.0,0.0,0.0,4.3,0.0,286.3,--
2021/7/1 1:02,23.1,52,14.8,75,10.4,14.8,0.0,0.0,235,968.2,1017.0,0.0,0,0.0,0.0,0.0,4.3,0.0,286.3,--
2021/7/1 1:05,23.1,52,14.6,76,10.4,14.6,0.0,0.0,234,968.0,1016.8,0.0,0,0.0,0.0,0.0,4.3,0.0,286.3,--
