Zeit,Temperatur Innen(℃),Luftfeuchtigkeit Innen(%),Temperatur Aussen(℃),Luftfeuchtigkeit Aussen(%),Taupunkt(℃),Gefühlte Temperatur(℃),Wind(km/h),Böe(km/h),Windrichtung(°),Abs. Luftdruck(hpa),Rel. Luftdruck(hpa),Sonneneinstrahlung(w/m2),UVI,Regen/Stunde(mm),Regen Event(mm),Regen/Tag(mm),Regen/Wochen(mm),Regen/Monat(mm),Regen/Jahre(mm),Pm2.5(ug/m3)
2023/6/1 0:00,22.4,59,16.1,88,14.1,16.1,0.0,0.0,50,973.3,1022.1,0.0,0,0.0,0.0,0.0,0.0,0.0,300.6,--
2023/6/1 0:02,22.4,59,16.1,88,14.1,16.1,0.0,0.0,50,973.5,1022.3,0.0,0,0.0,0.0,0.0,0.0,0.0,300.6,--
2023/6/1 0:05,22.4,59,16.2,89,14.4,16.2,0.0,0.0,40,973.2,1022.0,0.0,0,0.0,0.0,0.0,0.0,0.0,300.6,--
2023/6/1 0:08,22.4,59,16.1,90,14.5,16.1,1.4,1.8,68,973.4,1022.2,0.0,0,0.0,0.0,0.0,0.0,0.0,300.6,--
2023/6/1 0:11,22.4,59,16.1,90,14.5,16.1,1.4,1.8,57,973.3,1022.1,0.0,0,0.0,0.0,0.0,0.0,0.0,300.6,--
2023/6/1 0:14,22.4,59,16.1,90,14.5,16.1,0.0,0.0,62,973.3,1022.1,0.0,0,0.0,0.0,0.0,0.0,0.0,300.6,--
2023/6/1 0:17,22.4,59,16.1,90,14.5,16.1,0.0,0.0,61,973.5,1022.3,0.0,0,0.0,0.0,0.0,0.0,0.0,300.6,--
2023/6/1 0:20,22.4,59,16.1,91,14.7,16.1,1.4,1.8,80,973.4,1022.2,0.0,0,0.0,0.0,0.0,0.0,0.0,300.6,--
2023/6/1 0:23,22.3,59,16.0,91,14.6,16.0,0.0,0.0,45,973.3,1022.1,0.0,0,0.0,0.0,0.0,0.0,0.0,300.6,--
2023/6/1 0:26,22.3,59,15.9,91,14.5,15.9,0.0,0.0,45,973.3,1022.1,0.0,0,0.0,0.0,0.0,0.0,0.0,300.6,--
2023/6/1 0:29,22.3,59,15.9,91,14.5,15.9,0.0,0.0,47,973.3,1022.1,0.0,0,0.0,0.0,0.0,0.0,0.0,300.6,--
2023/6/1 0:32,22.3,59,15.9,91,14.5,15.9,0.0,0.0,55,973.4,1022.2,0.0,0,0.0,0.0,0.0,0.0,0.0,300.6,--
2023/6/1 0:35,22.3,59,15.8,91,14.4,15.8,0.0,0.0,55,973.5,1022.3,0.0,0,0.0,0.0,0.0,0.0,0.0,300.6,--
2023/6/1 0:38,22.3,59,15.8,91,14.4,15.8,0.0,0.0,55,973.3,1022.1,0.0,0,0.0,0.0,0.0,0.0,0.0,300.6,--
2023/6/1 0:41,22.3,59,15.8,92,14.5,15.8,0.0,0.0,52,973.1,1021.9,0.0,0,0.0,0.0,0.0,0.0,0.0,300.6,--
2023/6/1 0:44,22.3,59,15.8,92,14.5,15.8,0.0,0.0,55,973.3,1022.1,0.0,0,0.0,0.0,0.0,0.0,0.0,300.6,--
2023/6/1 0:47,22.3,59,15.8,92,14.5,15.8,0.0,0.0,55,973.2,1022.0,0.0,0,0.0,0.0,0.0,0.0,0.0,300.6,--
2023/6/1 0:50,22.3,59,15.8,92,14.5,15.8,1.8,1.8,71,973.1,1021.9,0.0,0,0.0,0.0,0.0,0.0,0.0,300.6,--
2023/6/1 0:53,22.2,59,15.8,91,14.4,15.8,1.4,1.8,69,973.3,1022.1,0.0,0,0.0,0.0,0.0,0.0,0.0,300.6,--
2023/6/1 0:56,22.3,59,15.8,91,14.4,15.8,1.8,1.8,63,973.2,1022.0,0.0,0,0.0,0.0,0.0,0.0,0.0,300.6,--
2023/6/1 0:59,22.2,59,15.8,91,14.4,15.8,2.9,3.6,91,973.4,1022.2,0.0,0,0.0,0.0,0.0,0.0,0.0,300.6,--
2023/6/1 1:02,22.2,59,15.8,91,14.4,15.8,2.9,3.6,91,973.3,1022.1,0.0,0,0.0,0.0,0.0,0.0,0.0,300.6,--
2023/6/1 1:05,22.2,59,15.8,91,14.4,15.8,2.9,3.6,91,973.2,1022.0,0.0,0,0.0,0.0,0.0,0.0,0.0,300.6,--
2023/6/1 1:08,22.2,59,15.8,91,14.4,15.8,2.9,3.6,91,973.1,1021.9,0.0,0,0.0,0.0,0.0,0.0,0.0,300.6,--
2023/6/1 1:11,22.2,59,15.9,90,14.3,15.9,0.0,0.0,66,973.0,1021.8,0.0,0,0.0,0.0,0.0,0.0,0.0,300.6,--
2023/6/1 1:14,22.2,59,15.8,90,14.2,15.8,0.0,0.0,53,973.1,1021.9,0.0,0,0.0,0.0,0.0,0.0,0.0,300.6,--
2023/6/1 1:17,22.2,59,15.8,90,14.2,15.8,0.0,0.0,53,973.1,1021.9,0.0,0,0.0,0.0,0.0,0.0,0.0,300.6,--
