Zeit,Temperatur Innen(℃),Luftfeuchtigkeit Innen(%),Temperatur Aussen(℃),Luftfeuchtigkeit Aussen(%),Taupunkt(℃),Gefühlte Temperatur(℃),Wind(km/h),Böe(km/h),Windrichtung(°),Abs. Luftdruck(hpa),Rel. Luftdruck(hpa),Sonneneinstrahlung(w/m2),UVI,Regen/Stunde(mm),Regen Event(mm),Regen/Tag(mm),Regen/Wochen(mm),Regen/Monat(mm),Regen/Jahre(mm),Pm2.5(ug/m3)
2024/9/1 0:00,24.4,64,16.1,99,15.9,16.1,0.0,0.0,31,973.7,1022.5,0.0,0,0.0,0.0,0.0,0.0,0.0,167.4,--
2024/9/1 0:03,24.3,64,16.2,99,16.0,16.2,0.0,0.0,39,973.8,1022.6,0.0,0,0.0,0.0,0.0,0.0,0.0,167.4,--
2024/9/1 0:06,24.3,64,16.2,98,15.9,16.2,0.0,0.0,46,973.8,1022.6,0.0,0,0.0,0.0,0.0,0.0,0.0,167.4,--
2024/9/1 0:09,24.3,64,16.0,99,15.8,16.0,0.0,0.0,47,974.0,1022.8,0.0,0,0.0,0.0,0.0,0.0,0.0,167.4,--
2024/9/1 0:12,24.3,65,16.0,99,15.8,16.0,0.0,0.0,45,973.9,1022.7,0.0,0,0.0,0.0,0.0,0.0,0.0,167.4,--
2024/9/1 0:15,24.3,65,16.2,99,16.0,16.2,0.0,0.0,45,973.9,1022.7,0.0,0,0.0,0.0,0.0,0.0,0.0,167.4,--
2024/9/1 0:18,24.3,65,16.2,99,16.0,16.2,0.0,0.0,45,973.8,1022.6,0.0,0,0.0,0.0,0.0,0.0,0.0,167.4,--
2024/9/1 0:21,24.2,64,16.1,99,15.9,16.1,0.0,0.0,46,974.1,1022.9,0.0,0,0.0,0.0,0.0,0.0,0.0,167.4,--
2024/9/1 0:24,24.2,64,16.0,99,15.8,16.0,0.0,0.0,45,973.9,1022.7,0.0,0,0.0,0.0,0.0,0.0,0.0,167.4,--
2024/9/1 0:27,24.2,64,16.0,99,15.8,16.0,0.0,0.0,45,974.0,1022.8,0.0,0,0.0,0.0,0.0,0.0,0.0,167.4,--
2024/9/1 0:30,24.1,65,16.0,99,15.8,16.0,0.0,0.0,46,973.9,1022.7,0.0,0,0.0,0.0,0.0,0.0,0.0,167.4,--
2024/9/1 0:33,24.1,65,15.8,99,15.6,15.8,0.0,0.0,38,973.8,1022.6,0.0,0,0.0,0.0,0.0,0.0,0.0,167.4,--
2024/9/1 0:36,24.1,65,15.5,99,15.3,15.5,0.0,0.0,36,973.7,1022.5,0.0,0,0.0,0.0,0.0,0.0,0.0,167.4,--
2024/9/1 0:39,24.1,65,15.5,99,15.3,15.5,0.0,0.0,37,973.8,1022.6,0.0,0,0.0,0.0,0.0,0.0,0.0,167.4,--
2024/9/1 0:42,24.1,65,15.6,99,15.4,15.6,0.0,0.0,37,973.6,1022.4,0.0,0,0.0,0.0,0.0,0.0,0.0,167.4,--
2024/9/1 0:45,24.0,65,15.7,99,15.5,15.7,0.0,0.0,33,973.9,1022.7,0.0,0,0.0,0.0,0.0,0.0,0.0,167.4,--
2024/9/1 0:48,24.0,65,15.8,99,15.6,15.8,0.0,0.0,33,973.8,1022.6,0.0,0,0.0,0.0,0.0,0.0,0.0,167.4,--
2024/9/1 0:51,24.0,65,15.8,99,15.6,15.8,0.0,0.0,33,973.8,1022.6,0.0,0,0.0,0.0,0.0,0.0,0.0,167.4,--
2024/9/1 0:54,24.0,64,16.0,99,15.8,16.0,0.0,0.0,33,973.7,1022.5,0.0,0,0.0,0.0,0.0,0.0,0.0,167.4,--
2024/9/1 0:57,24.0,64,15.7,99,15.5,15.7,0.0,0.0,34,973.6,1022.4,0.0,0,0.0,0.0,0.0,0.0,0.0,167.4,--
2024/9/1 1:00,23.9,64,15.4,99,15.2,15.4,0.0,0.0,46,973.6,1022.4,0.0,0,0.0,0.0,0.0,0.0,0.0,167.4,--
2024/9/1 1:03,23.9,64,15.5,99,15.3,15.5,0.0,0.0,52,973.7,1022.5,0.0,0,0.0,0.0,0.0,0.0,0.0,167.4,--
2024/9/1 1:06,23.9,64,15.3,99,15.1,15.3,0.0,0.0,46,973.5,1022.3,0.0,0,0.0,0.0,0.0,0.0,0.0,167.4,--
