Zeit,Temperatur Innen(℃),Luftfeuchtigkeit Innen(%),Temperatur Aussen(℃),Luftfeuchtigkeit Aussen(%),Taupunkt(℃),Gefühlte Temperatur(℃),Wind(km/h),Böe(km/h),Windrichtung(°),Abs. Luftdruck(hpa),Rel. Luftdruck(hpa),Sonneneinstrahlung(w/m2),UVI,Regen/Stunde(mm),Regen Event(mm),Regen/Tag(mm),Regen/Wochen(mm),Regen/Monat(mm),Regen/Jahre(mm),Pm2.5(ug/m3)
2025/1/01 0:00,23.5,63,14.0,99,13.8,14.0,0.0,0.0,280,970.8,1019.6,0.0,0,0.0,2.6,0.0,6.1,0.0,131.4,--
2025/1/01 0:03,23.5,63,13.9,99,13.7,13.9,0.0,0.0,280,971.0,1019.8,0.0,0,0.0,2.6,0.0,6.1,0.0,131.4,--
2025/1/01 0:06,23.5,63,13.8,99,13.6,13.8,0.0,0.0,280,970.9,1019.7,0.0,0,0.0,2.6,0.0,6.1,0.0,131.4,--
2025/1/01 0:09,23.5,63,13.8,99,13.6,13.8,0.0,0.0,280,971.0,1019.8,0.0,0,0.0,2.6,0.0,6.1,0.0,131.4,--
